date,OT,cdr_pump,cdr_fan1,fre1_fan5,cpr3,cpr1,fre1_fan3,cpr2
2024/3/27 11:00,140.8857129,0.714285714,0.428571429,0.428571429,50,32.14285714,0.428571429,42.85714286
2024/3/27 12:00,89.88571286,0.714285714,0.285714286,0.142857143,39.28571429,21.42857143,0.142857143,10.71428571
2024/3/27 13:00,61.37142714,0.142857143,0.142857143,0.142857143,25,14.28571429,0.142857143,14.28571429
2024/3/27 14:00,83.28571286,0.285714286,0.285714286,0.142857143,28.57142857,28.57142857,0.142857143,28.57142857
2024/3/27 15:00,102.2,0.571428571,0.285714286,0.285714286,28.57142857,42.85714286,0.285714286,28.57142857
2024/3/27 16:00,76.57142857,0.571428571,0.142857143,0.285714286,14.28571429,28.57142857,0.285714286,21.42857143
2024/3/27 17:00,86.25714429,0.571428571,0.428571429,0.285714286,28.57142857,14.28571429,0.285714286,35.71428571
2024/3/27 18:00,92.14285571,0.428571429,0.285714286,0.285714286,39.28571429,21.42857143,0.285714286,25
2024/3/27 19:00,59.05714143,0.285714286,0.285714286,0.285714286,14.28571429,14.28571429,0.285714286,14.28571429
2024/3/27 20:00,46.97142857,0.142857143,0,0.285714286,0,14.28571429,0.285714286,14.28571429
2024/3/27 21:00,88.08571143,0.571428571,0.285714286,0.285714286,39.28571429,35.71428571,0.285714286,14.28571429
2024/3/27 22:00,89.14285714,0.428571429,0.285714286,0.285714286,32.14285714,28.57142857,0.285714286,28.57142857
2024/3/27 23:00,59.2,0.285714286,0.142857143,0.285714286,14.28571429,28.57142857,0.285714286,7.142857143
2024/3/28 0:00,43.45714286,0.285714286,0.142857143,0.285714286,0,25,0.285714286,7.142857143
2024/3/28 1:00,66.39999857,0.285714286,0.285714286,0,14.28571429,39.28571429,0,14.28571429
2024/3/28 2:00,72.28571429,0.285714286,0.142857143,0.285714286,14.28571429,42.85714286,0.285714286,14.28571429
2024/3/28 3:00,48.65714429,0.285714286,0,0,14.28571429,14.28571429,0,3.571428571
2024/3/28 4:00,63.08571286,0.285714286,0.142857143,0.142857143,14.28571429,28.57142857,0.142857143,14.28571429
2024/3/28 5:00,70.77142571,0.285714286,0,0.285714286,14.28571429,32.14285714,0.285714286,17.85714286
2024/3/28 6:00,45.51428429,0.142857143,0.142857143,0.142857143,14.28571429,3.571428571,0.142857143,14.28571429
2024/3/28 7:00,71.77142857,0.428571429,0.142857143,0.142857143,21.42857143,28.57142857,0.142857143,21.42857143
2024/3/28 8:00,91.97142857,0.571428571,0.142857143,0.285714286,35.71428571,21.42857143,0.285714286,32.14285714
2024/3/28 9:00,47.62857143,0.142857143,0.142857143,0.142857143,28.57142857,0,0.142857143,14.28571429
2024/3/28 10:00,69.08571714,0.428571429,0,0.142857143,17.85714286,21.42857143,0.142857143,21.42857143
2024/3/28 11:00,99.42857,0.428571429,0.285714286,0.285714286,28.57142857,42.85714286,0.285714286,17.85714286
2024/3/28 12:00,81.62857143,0.428571429,0.142857143,0.285714286,28.57142857,28.57142857,0.285714286,7.142857143
